ID,Label
10542,0.365661
10543,0.6603624
10544,0.78089976
10545,0.27892953
10546,0.8641678
10547,0.78046924
10548,0.7285543
10549,0.27447572
10550,0.15409143
10551,0.034868285
10552,0.39030585
10553,0.595416
10554,0.23282321
10555,0.4300295
10556,0.7799624
10557,0.08773076
10558,0.08291872
10559,0.3530599
10560,0.69405454
10561,0.5289196
10562,0.71278036
10563,0.586136
10564,0.46479025
10565,0.68805647
10566,0.8184482
10567,0.8610179
10568,0.7488194
10569,0.673683
10570,0.20644273
10571,0.82445294
10572,0.58898777
10573,0.4872317
10574,0.15362073
10575,0.47915113
10576,0.5233957
10577,0.21686982
10578,0.22733064
10579,0.55478305
10580,0.8149418
10581,0.49265847
10582,0.17421973
10583,0.19592564
10584,0.505395
10585,0.62252134
10586,0.35845652
10587,0.07149175
10588,0.66883504
10589,0.11185688
10590,0.28735986
10591,0.5488938
10592,0.20125213
10593,0.86052567
10594,0.16671492
10595,0.086743966
10596,0.7296527
10597,0.17550653
10598,0.25467083
10599,0.1543918
10600,0.69001794
10601,0.18163648
10602,0.11044635
10603,0.65180266
10604,0.2834228
10605,0.22635435
10606,0.6506425
10607,0.89668715
10608,0.61310524
10609,0.85235786
10610,0.22092167
10611,0.53336674
10612,0.62215143
10613,0.6498651
10614,0.22707947
10615,0.5044607
10616,0.36714023
10617,0.124522105
10618,0.88633716
10619,0.6751278
10620,0.6751278
10621,0.4787934
10622,0.8425978
10623,0.6395762
10624,0.53904027
10625,0.08312223
10626,0.29628897
10627,0.15665834
10628,0.65328175
10629,0.80323637
10630,0.8515976
10631,0.465757
10632,0.44076836
10633,0.0665198
10634,0.5032855
10635,0.34770238
10636,0.5321672
10637,0.5594472
10638,0.69457227
10639,0.5423762
10640,0.58139545
10641,0.8060294
10642,0.7041721
10643,0.32906264
10644,0.22456741
10645,0.39308226
10646,0.12745154
10647,0.14567432
10648,0.36592555
10649,0.5854768
10650,0.7118152
10651,0.47758833
10652,0.40558195
10653,0.8076838
10654,0.4747027
10655,0.64050066
10656,0.6861145
10657,0.6062325
10658,0.8754681
10659,0.5995421
10660,0.47445446
10661,0.75835544
10662,0.74458885
10663,0.9071318
10664,0.6066482
10665,0.6066482
10666,0.53246397
10667,0.8258243
10668,0.40607786
10669,0.26663727
10670,0.4471588
10671,0.5913183
10672,0.4661929
10673,0.5124705
10674,0.6466992
10675,0.8513146
10676,0.7982138
10677,0.705839
10678,0.41902176
10679,0.22898683
10680,0.52024364
10681,0.7803826
10682,0.83591264
10683,0.8588837
10684,0.5831814
10685,0.5476788
10686,0.8212254
10687,0.8391122
10688,0.5604264
10689,0.79989684
10690,0.23413737
10691,0.45627257
10692,0.45627257
10693,0.32922584
10694,0.7676569
10695,0.8906534
10696,0.8392907
10697,0.5809218
10698,0.33166674
10699,0.3722705
10700,0.46064818
10701,0.27435273
10702,0.16313925
10703,0.8498439
10704,0.7320329
10705,0.4404735
10706,0.35756072
10707,0.38129014
10708,0.60110056
10709,0.6470505
10710,0.74876076
10711,0.62070996
10712,0.3123699
10713,0.6119224
10714,0.829867
10715,0.32205942
10716,0.6049013
10717,0.577282
10718,0.7576183
10719,0.8964689
10720,0.5769027
10721,0.5644991
10722,0.7279979
10723,0.7723832
10724,0.18990576
10725,0.5186714
10726,0.42699435
10727,0.8651026
10728,0.2118306
10729,0.1733691
10730,0.26170704
10731,0.5668283
10732,0.78792834
10733,0.5761962
10734,0.8303394
10735,0.76284724
10736,0.87094015
10737,0.6307365
10738,0.20006189
10739,0.8209862
10740,0.22312473
10741,0.53395826
10742,0.45234278
10743,0.29667187
10744,0.19043896
10745,0.56227833
10746,0.21715178
10747,0.15294598
10748,0.53745663
10749,0.7883204
10750,0.6108473
10751,0.5687512
10752,0.3597515
10753,0.7228635
10754,0.6135992
10755,0.3160142
10756,0.44494644
10757,0.75338423
10758,0.38943756
10759,0.5640119
10760,0.08681204
10761,0.1722748
10762,0.6082495
10763,0.33454683
10764,0.44651273
10765,0.37561485
10766,0.31952226
10767,0.33705488
10768,0.067170806
10769,0.44225958
10770,0.12681183
10771,0.5698395
10772,0.42459518
10773,0.48882827
10774,0.5898545
10775,0.6532448
10776,0.5249116
10777,0.2258792
10778,0.3376358
10779,0.42187694
10780,0.5396444
10781,0.19533046
10782,0.032668944
10783,0.45795095
10784,0.22374938
10785,0.35410044
10786,0.53157246
10787,0.07086942
10788,0.6996308
10789,0.37655717
10790,0.24803519
10791,0.31690434
10792,0.124329545
10793,0.35107115
10794,0.60015917
10795,0.6335948
10796,0.074309185
10797,0.39914268
10798,0.65727913
10799,0.29827932
10800,0.6072017
10801,0.7800828
10802,0.7117613
10803,0.70861554
10804,0.45286733
10805,0.52565014
10806,0.58547676
10807,0.7348132
10808,0.54202646
10809,0.35194394
10810,0.52213544
10811,0.18479367
10812,0.42680776
10813,0.107150264
10814,0.48213172
10815,0.5354105
10816,0.52882546
10817,0.8510994
10818,0.33136308
10819,0.80614394
10820,0.25711387
10821,0.48803958
10822,0.23582505
10823,0.76822007
10824,0.53022134
10825,0.30620593
10826,0.20594485
10827,0.31702203
10828,0.70456994
10829,0.29245782
10830,0.17402044
10831,0.49581894
10832,0.06289169
10833,0.5502046
10834,0.44686535
10835,0.14187151
10836,0.39608958
10837,0.8069217
10838,0.48971406
10839,0.29871085
10840,0.49484417
10841,0.29375294
10842,0.26617977
10843,0.101553045
10844,0.24030596
10845,0.052520107
10846,0.06314512
10847,0.19505922
10848,0.39310434
10849,0.45271912
10850,0.26532573
10851,0.6425754
10852,0.44895253
10853,0.74072486
10854,0.47594485
10855,0.25064513
10856,0.53578395
10857,0.0576204
10858,0.45095176
10859,0.574418
10860,0.37900043
10861,0.2298069
10862,0.37863788
10863,0.7527014
10864,0.5935551
10865,0.5823374
10866,0.85749567
10867,0.56922877
10868,0.27256313
10869,0.20116265
10870,0.64617455
10871,0.5738623
10872,0.23076813
10873,0.391481
10874,0.7016455
10875,0.3190876
10876,0.1517117
10877,0.086600795
10878,0.78314143
10879,0.5427385
10880,0.52698904
10881,0.51819456
10882,0.2577998
10883,0.51039726
10884,0.7738517
10885,0.45197174
10886,0.74061644
10887,0.1283702
10888,0.119216986
10889,0.38939655
10890,0.46665215
10891,0.11990322
10892,0.63536793
10893,0.78946966
10894,0.61738944
10895,0.5561091
10896,0.10320764
10897,0.45509362
10898,0.76235735
10899,0.36235732
10900,0.9043994
10901,0.47282842
10902,0.8450151
10903,0.81587684
10904,0.2733401
10905,0.3678668
10906,0.6517279
10907,0.56403875
10908,0.726168
10909,0.68356705
10910,0.7504108
10911,0.372867
10912,0.5874798
10913,0.2619961
10914,0.68346167
10915,0.27529985
10916,0.28611758
10917,0.5345758
10918,0.15550192
10919,0.6647812
10920,0.55634826
10921,0.64631045
10922,0.33655477
10923,0.54917216
10924,0.7634897
10925,0.70433617
10926,0.66547585
10927,0.6978989
10928,0.7554558
10929,0.70038277
10930,0.7698776
10931,0.62424016
10932,0.6962438
10933,0.8797776
10934,0.5854272
10935,0.15813565
10936,0.31912407
10937,0.7576343
10938,0.8981747
10939,0.3967223
10940,0.5236389
10941,0.763641
10942,0.30448356
10943,0.5573118
10944,0.7670245
10945,0.8331677
10946,0.6359809
10947,0.6209245
10948,0.37292513
10949,0.656947
10950,0.6184836
10951,0.86326724
10952,0.5395421
10953,0.86011714
10954,0.49924904
10955,0.6248958
10956,0.60689557
10957,0.23919396
10958,0.7872825
10959,0.24271789
10960,0.25595883
10961,0.9007896
10962,0.8079311
10963,0.38093245
10964,0.71825576
10965,0.7027357
10966,0.5261112
10967,0.15023166
10968,0.65419906
10969,0.57525605
10970,0.32332483
10971,0.10591449
10972,0.71296453
10973,0.61089504
10974,0.6440307
10975,0.6972587
10976,0.47133616
10977,0.7131722
10978,0.33042395
10979,0.82405823
10980,0.23086314
10981,0.70810604
10982,0.70810604
10983,0.25932893
10984,0.73663396
10985,0.7739726
10986,0.6282771
10987,0.6242925
10988,0.279911
10989,0.63582987
10990,0.25291324
10991,0.13972507
10992,0.62536824
10993,0.62536824
10994,0.4021321
10995,0.56242085
10996,0.21054123
10997,0.7597525
10998,0.76584655
10999,0.5844612
11000,0.26486188
11001,0.20623423
11002,0.48502374
11003,0.08650072
11004,0.5942081
11005,0.44269052
11006,0.42707253
11007,0.21623316
11008,0.2326778
11009,0.058280513
11010,0.8142588
11011,0.616994
11012,0.55557585
11013,0.74131525
11014,0.69338584
11015,0.48817363
11016,0.5468339
11017,0.709952
11018,0.46806225
11019,0.8059241
11020,0.7651113
11021,0.3732636
11022,0.54219514
11023,0.37442738
11024,0.6249362
11025,0.24723403
11026,0.64153856
11027,0.6007925
11028,0.5825595
11029,0.67000425
11030,0.67000425
11031,0.74329877
11032,0.77057475
11033,0.18881705
11034,0.78128695
11035,0.6276126
11036,0.32873854
11037,0.78981686
11038,0.38156694
11039,0.40833405
11040,0.50748914
11041,0.4625228
11042,0.68322176
11043,0.17359395
11044,0.56113994
11045,0.7333395
11046,0.6425096
11047,0.1315847
11048,0.6312804
11049,0.2637278
11050,0.21533519
11051,0.7541183
11052,0.49180225
11053,0.6178017
11054,0.6909055
11055,0.51469165
11056,0.65687007
11057,0.19456601
11058,0.27318296
11059,0.5372207
11060,0.578651
11061,0.75703245
11062,0.84016615
11063,0.83951837
11064,0.41409585
11065,0.62720585
11066,0.23773974
11067,0.13548878
11068,0.6402675
11069,0.6402675
11070,0.54695916
11071,0.8625029
11072,0.58627385
11073,0.2031141
11074,0.52026117
11075,0.55940086
11076,0.64942896
11077,0.42961803
11078,0.88820016
11079,0.4191887
11080,0.565456
11081,0.28765944
11082,0.59390134
11083,0.7050007
11084,0.45961937
11085,0.35212755
11086,0.2281831
11087,0.20899904
11088,0.10218146
11089,0.58471143
11090,0.18660705
11091,0.5589643
11092,0.655044
11093,0.16793886
11094,0.5909652
11095,0.48728833
11096,0.64866227
11097,0.70623183
11098,0.73163843
11099,0.30858865
11100,0.79617316
11101,0.6035219
11102,0.62501186
11103,0.6217229
11104,0.17026219
11105,0.23284696
11106,0.7405954
11107,0.22358991
11108,0.7009684
11109,0.29562455
11110,0.7270214
11111,0.7427906
11112,0.7120623
11113,0.53084034
11114,0.22934598
11115,0.7853704
11116,0.2807134
11117,0.49689516
11118,0.15392178
11119,0.6900551
11120,0.09081394
11121,0.6896046
11122,0.5619736
11123,0.18626824
11124,0.3806439
11125,0.8296756
11126,0.54795265
11127,0.5502465
11128,0.13203025
11129,0.7144322
11130,0.6414225
11131,0.57570577
11132,0.45303583
11133,0.71443886
11134,0.69677
11135,0.100624226
11136,0.28602183
11137,0.63977265
11138,0.5864223
11139,0.7214341
11140,0.69651496
11141,0.69651496
11142,0.31969863
11143,0.4036948
11144,0.85604167
11145,0.5905119
11146,0.16170324
11147,0.6755856
11148,0.6321643
11149,0.14847118
11150,0.2696069
11151,0.58663017
11152,0.6851327
11153,0.7082055
11154,0.60976726
11155,0.5806897
11156,0.6187169
11157,0.5278841
11158,0.4788837
11159,0.12742911
11160,0.15944982
11161,0.5146344
11162,0.82119983
11163,0.6277156
11164,0.73488843
11165,0.49589995
11166,0.7736073
11167,0.6114165
11168,0.84826803
11169,0.7011256
11170,0.8290994
11171,0.56215096
11172,0.48527268
11173,0.6143208
11174,0.6256833
11175,0.58301836
11176,0.54867125
11177,0.7347916
11178,0.5891146
11179,0.37811077
11180,0.68656635
11181,0.49762714
11182,0.7280876
11183,0.8318129
11184,0.7836365
11185,0.34774557
11186,0.45912406
11187,0.7371214
11188,0.25922814
11189,0.54943985
11190,0.74195915
11191,0.39016488
11192,0.16942996
11193,0.36718008
11194,0.54816216
11195,0.9020034
11196,0.88163316
11197,0.3160406
11198,0.70638293
11199,0.5301008
11200,0.45417574
11201,0.7150164
11202,0.66173196
11203,0.48225468
11204,0.81717694
11205,0.28139466
11206,0.3825869
11207,0.76973444
11208,0.39343637
11209,0.02254315
11210,0.68470377
11211,0.3398129
11212,0.5266609
11213,0.356218
11214,0.46259037
11215,0.62772065
11216,0.7834511
11217,0.66452706
11218,0.6119745
11219,0.34666422
11220,0.47271678
11221,0.12893502
11222,0.43650758
11223,0.45388484
11224,0.13945566
11225,0.1200143
11226,0.7462065
11227,0.76060885
11228,0.86542696
11229,0.11061694
11230,0.33504325
11231,0.32557148
11232,0.8678244
11233,0.585338
11234,0.4769126
11235,0.666485
11236,0.07808797
11237,0.3167379
11238,0.75144655
11239,0.0798817
11240,0.6721925
11241,0.6644228
11242,0.84215313
11243,0.7607068
11244,0.38765326
11245,0.2718382
11246,0.900355
11247,0.7581566
11248,0.6791873
11249,0.6567481
11250,0.2890914
11251,0.31509382
11252,0.34786987
11253,0.78236717
11254,0.2696069
11255,0.6918386
11256,0.6035299
11257,0.72506714
11258,0.18982302
11259,0.5944741
11260,0.66410017
11261,0.41106305
11262,0.47147417
11263,0.45978963
11264,0.7480274
11265,0.7818173
11266,0.5354032
11267,0.059789184
11268,0.5925126
11269,0.16303061
11270,0.7665025
11271,0.62448955
11272,0.6064852
11273,0.5523813
11274,0.7017906
11275,0.7017906
11276,0.63262016
11277,0.7287401
11278,0.44115573
11279,0.6352559
11280,0.63357943
11281,0.64875036
11282,0.3731336
11283,0.61448586
11284,0.10254731
11285,0.5897956
11286,0.38786027
11287,0.48153228
11288,0.5899289
11289,0.37480587
11290,0.35495737
11291,0.6338958
11292,0.29630062
11293,0.33093682
11294,0.23558916
11295,0.4635089
11296,0.7481173
11297,0.7531485
11298,0.42904556
11299,0.07937888
11300,0.5057489
11301,0.51898926
11302,0.76820385
11303,0.45092893
11304,0.437471
11305,0.49898735
11306,0.14304303
11307,0.033079892
11308,0.25060028
11309,0.7920433
11310,0.35613182
11311,0.63737005
11312,0.43397814
11313,0.7045022
11314,0.7136855
11315,0.8432369
11316,0.8563941
11317,0.8919806
11318,0.66058826
11319,0.4161295
11320,0.092664964
11321,0.6112981
11322,0.7626997
11323,0.3051073
11324,0.5976475
11325,0.5377234
11326,0.44468674
11327,0.6885662
11328,0.3273737
11329,0.22167997
11330,0.81019825
11331,0.35214254
11332,0.03866441
11333,0.36388782
11334,0.5313163
11335,0.6566883
11336,0.44575244
11337,0.72230804
11338,0.72230804
11339,0.76193225
11340,0.34231022
11341,0.77727425
11342,0.58845645
11343,0.37302864
11344,0.56744
11345,0.15673023
11346,0.105623655
11347,0.5315614
11348,0.40561295
11349,0.7491616
11350,0.45132738
11351,0.18693005
11352,0.50906736
11353,0.8544651
11354,0.8356579
11355,0.8356579
11356,0.29226014
11357,0.14514464
11358,0.17743978
11359,0.62689286
11360,0.585443
11361,0.38779652
11362,0.19263382
11363,0.41733024
11364,0.62061065
11365,0.6155911
11366,0.43989447
11367,0.43074256
11368,0.18861482
11369,0.22452375
11370,0.82651263
11371,0.5834283
11372,0.27578542
11373,0.084278695
11374,0.41292864
11375,0.67086583
11376,0.7844708
11377,0.46357575
11378,0.15003182
11379,0.8335174
11380,0.712922
11381,0.25090605
11382,0.4898099
11383,0.50573486
11384,0.5610381
11385,0.19591014
11386,0.4718344
11387,0.55767196
11388,0.30353326
11389,0.30353326
11390,0.31947938
11391,0.17214854
11392,0.7159568
11393,0.11115204
11394,0.32105258
11395,0.23363978
11396,0.8240105
11397,0.7263107
11398,0.43809178
11399,0.7889814
11400,0.6481945
11401,0.79179865
11402,0.7804422
11403,0.75230527
11404,0.42424345
11405,0.2693177
11406,0.40503144
11407,0.46142003
11408,0.20001161
11409,0.6548452
11410,0.7536195
11411,0.1550243
11412,0.71520984
11413,0.47338796
11414,0.3385828
11415,0.52781683
11416,0.43539947
11417,0.16307606
11418,0.026398998
11419,0.5800845
11420,0.7693578
11421,0.53707355
11422,0.14244294
11423,0.74587375
11424,0.41330236
11425,0.44154328
11426,0.81170577
11427,0.6393961
11428,0.71592075
11429,0.6019283
11430,0.4886547
11431,0.8906388
11432,0.6492071
11433,0.64520633
11434,0.7817699
11435,0.8349173
11436,0.2828387
11437,0.13540849
11438,0.2403804
11439,0.2403804
11440,0.46825686
11441,0.21501859
11442,0.09380527
11443,0.2510002
11444,0.4115373
11445,0.45422095
11446,0.21171947
11447,0.3635379
11448,0.46240443
11449,0.5575492
11450,0.15576228
11451,0.09626439
11452,0.47893003
11453,0.60526115
11454,0.14812994
11455,0.80858034
11456,0.42822918
11457,0.6195934
11458,0.24012853
11459,0.2731498
11460,0.7414534
11461,0.66459936
11462,0.27065286
11463,0.34179875
11464,0.63913447
11465,0.8244506
11466,0.5402539
11467,0.5252194
11468,0.33423555
11469,0.32067412
11470,0.75310725
11471,0.6803822
11472,0.29376653
11473,0.23572902
11474,0.6210499
11475,0.13186252
11476,0.61043364
11477,0.14622219
11478,0.55298674
11479,0.4570186
11480,0.24625775
11481,0.71815205
11482,0.2695443
11483,0.27544397
11484,0.30340406
11485,0.7797443
11486,0.23620354
11487,0.20630124
11488,0.4545854
11489,0.521239
11490,0.7029998
11491,0.7429763
11492,0.2860525
11493,0.34374955
11494,0.4272743
11495,0.23109989
11496,0.18223259
11497,0.67288643
11498,0.566706
11499,0.61138076
11500,0.6338668
11501,0.2547764
11502,0.8078638
11503,0.6916533
11504,0.5283796
11505,0.8622571
11506,0.68274766
11507,0.3488404
11508,0.6059046
11509,0.16894694
11510,0.7424591
11511,0.62719923
11512,0.74507385
11513,0.6541043
11514,0.629433
11515,0.70680964
11516,0.6902905
11517,0.3184353
11518,0.39882836
11519,0.4598354
11520,0.29069957
11521,0.34655398
11522,0.15307505
11523,0.22849382
11524,0.4447993
11525,0.24414547
11526,0.85956275
11527,0.65665656
11528,0.7617157
11529,0.84035695
11530,0.691276
11531,0.68277407
11532,0.6653007
11533,0.8320212
11534,0.36102366
11535,0.36726213
11536,0.5752427
11537,0.64191246
11538,0.69244266
11539,0.3767191
11540,0.5352104
11541,0.7917467
11542,0.77689177
11543,0.18995546
11544,0.3795097
11545,0.11418337
11546,0.22138849
11547,0.5029604
11548,0.62512726
11549,0.12920168
11550,0.33970508
11551,0.8414369
11552,0.81741154
11553,0.7099008
11554,0.64389634
11555,0.5128285
11556,0.37469313
11557,0.62552553
11558,0.62552553
11559,0.74715984
11560,0.6932797
